player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Troy Hill,9881,CB,LA,12,4,10.0,69.5,98.6,9.8,6.8,0,0,4,6.8,26,60.5,65.4,85.7,70.6,77.4,65.9,1,39,7.7,3,3,2,102.4,41,418,424,13,32,59,3,460,162,1.1,11.2
DeShawn Williams,9891,DI,DEN,17,3,,,0.3,,,0,0,0,,10,69.0,55.4,74.2,57.9,51.6,54.3,0,,0.0,0,0,1,0.0,0,1,350,6,2,0,0,0,0,0.0,
Justin Coleman,9892,CB,SEA,2,0,5.1,75.0,100.0,7.8,5.9,0,0,0,0.0,29,56.9,59.3,76.4,,69.5,37.7,0,18,40.0,2,0,0,95.3,6,49,49,1,3,8,0,59,40,1.3,9.8
Dean Marlowe,9966,S,BUF,6,1,18.7,44.4,96.7,27.3,12.1,0,0,0,0.0,4,50.7,46.5,9.7,56.3,51.7,48.2,0,62,11.1,1,0,1,120.6,4,118,122,1,7,9,1,96,2,0.9,24.0
Alex Singleton,9994,LB,DEN,15,17,3.8,81.8,84.9,7.1,5.8,0,0,1,1.5,10,73.0,79.1,37.7,68.6,82.6,77.0,0,41,4.6,4,1,2,99.1,54,405,477,28,66,66,2,354,224,0.9,6.6
Bryce Callahan,10000,CB,LAC,15,3,8.0,74.5,95.1,9.6,7.2,0,1,2,3.9,27,67.4,64.2,84.0,58.2,47.2,50.5,3,45,17.5,7,2,2,93.5,38,387,407,8,30,51,3,419,196,1.1,11.0
T.Y. McGill,10156,DI,SF,9,0,,,0.9,,,0,0,0,,28,59.5,48.6,47.7,57.5,48.6,26.9,0,,100.0,2,0,1,0.0,0,1,106,0,0,0,0,0,0,0.0,
Efe Obada,10235,ED,WAS,17,0,,,0.9,,,0,0,0,,32,61.1,55.5,75.2,57.4,52.8,27.6,0,,60.0,3,0,2,0.0,0,2,225,5,2,0,0,0,0,0.0,
Erik Harris,10346,S,ATL,2,1,4.3,100.0,88.9,4.0,4.0,0,0,0,0.0,2,44.6,51.5,94.4,59.6,66.9,78.6,0,12,0.0,0,0,0,104.2,4,16,18,0,3,4,0,36,19,2.3,9.0
Joey Bosa,10637,ED,LAC,5,1,5.0,100.0,1.9,2.0,2.0,1,0,0,0.0,27,50.4,85.8,21.3,88.4,74.7,77.8,0,21,0.0,0,0,2,118.8,1,2,106,3,0,1,0,21,16,10.5,21.0
Jalen Ramsey,10639,CB,LA,17,5,10.2,65.1,96.4,10.7,7.0,1,2,12,14.0,26,77.8,86.4,68.9,91.1,91.8,72.5,4,53,7.4,4,11,6,98.6,56,620,643,17,45,86,7,712,234,1.2,12.7
DeForest Buckner,10641,DI,IND,17,0,,,0.4,,,0,0,0,,14,68.8,82.3,61.8,77.7,71.4,67.3,0,,18.2,2,0,3,0.0,0,2,521,14,9,0,0,0,0,0.0,
Leonard Floyd,10643,ED,LA,17,4,4.2,81.8,14.1,8.6,7.0,2,0,0,0.0,26,69.3,65.7,73.4,65.1,58.3,66.5,0,16,12.5,2,0,2,96.6,9,79,560,9,10,11,0,79,58,1.0,8.8
Eli Apple,10644,CB,CIN,15,3,13.1,56.9,99.5,13.6,7.7,1,1,9,12.5,7,53.5,52.9,64.7,64.3,50.2,39.0,0,75,15.0,6,8,4,97.3,41,585,588,5,31,72,3,585,171,1.1,14.3
Sheldon Rankins,10646,DI,NYJ,15,2,7.0,0.0,2.8,,9.0,0,0,1,100.0,22,64.7,73.1,87.0,66.1,67.5,50.7,0,,50.0,4,1,0,39.6,0,9,316,6,2,1,0,0,0,0.0,
Keanu Neal,10651,S,TB,15,0,9.7,81.5,93.0,13.6,11.1,1,0,3,11.1,30,63.1,57.7,0.0,74.2,52.5,46.1,1,69,20.0,5,3,5,131.9,22,317,341,7,20,27,3,283,148,0.9,12.9
Shaq Lawson,10653,ED,BUF,15,1,,,3.5,,,0,0,0,,4,66.9,61.8,49.9,62.8,60.0,64.6,0,,25.0,1,0,3,0.0,0,10,285,3,2,0,0,0,0,0.0,
William Jackson III,10658,CB,WAS,4,2,11.9,84.2,98.4,7.3,6.2,0,0,2,10.5,32,48.9,49.6,9.2,84.3,52.3,61.0,0,49,0.0,0,2,4,149.8,16,127,129,3,10,19,2,219,60,1.9,13.7
Artie Burns,10659,CB,SEA,1,0,16.0,0.0,100.0,,5.0,0,0,0,0.0,29,64.4,69.5,73.8,,67.9,,0,,,0,0,0,39.6,0,5,5,0,0,1,0,0,0,0.0,
Jaylon Smith,10668,LB,NYG,13,4,4.9,82.8,86.4,10.7,8.8,0,0,0,0.0,21,44.9,56.0,85.1,72.0,62.7,81.0,0,24,12.5,3,0,0,97.0,24,267,309,9,17,29,0,211,119,0.8,8.8
Myles Jack,10670,LB,PIT,15,8,3.9,80.4,90.5,8.2,6.6,1,0,2,3.9,25,55.8,53.6,55.9,63.7,52.1,76.7,0,43,9.6,5,2,2,115.9,41,351,388,10,39,51,3,363,227,1.1,8.9
Chris Jones,10671,DI,KC,17,1,-6.0,100.0,0.2,1.0,1.0,1,1,0,0.0,16,64.0,92.0,55.2,92.2,78.0,58.0,0,-2,42.9,3,0,5,79.2,1,1,621,16,3,1,0,-2,4,-2.0,-2.0
Xavien Howard,10672,CB,MIA,15,4,12.1,67.5,99.7,11.4,7.7,1,3,14,17.5,17,55.2,58.4,45.9,55.5,84.1,40.1,1,75,16.3,7,11,7,121.1,54,654,656,6,32,80,6,826,387,1.3,15.3
Reggie Ragland,10675,LB,CLV,4,0,2.0,0.0,100.0,,11.0,0,0,0,0.0,8,57.3,86.4,76.9,,86.3,84.9,0,,0.0,0,0,0,39.6,0,12,12,0,2,1,0,0,0,0.0,
Austin Johnson,10677,DI,LAC,8,0,,,0.6,,,0,0,0,,27,60.0,55.9,62.0,62.0,52.4,32.1,0,,100.0,1,0,1,0.0,0,1,162,1,0,0,0,0,0,0.0,
Jihad Ward,10678,ED,NYG,16,1,2.7,66.7,13.4,12.8,8.5,0,0,0,0.0,21,38.5,43.7,53.2,50.2,53.7,61.0,0,16,16.7,1,0,3,87.5,4,54,402,5,4,6,0,43,32,0.8,10.8
Deion Jones,10686,LB,CLV,11,6,5.8,71.4,92.8,11.4,8.1,0,0,2,7.1,8,54.4,48.3,83.8,68.6,39.0,44.7,1,29,5.0,1,2,0,88.1,20,245,264,6,13,28,1,198,119,0.9,9.9
Mackensie Alexander,10688,CB,DAL,1,0,9.0,100.0,100.0,7.0,7.0,0,0,0,0.0,9,52.1,53.7,72.2,,60.6,73.0,0,12,0.0,0,0,0,116.7,1,7,7,0,1,1,0,12,3,1.7,12.0
Vonn Bell,10695,S,CIN,16,5,10.7,69.0,95.4,19.9,13.7,0,0,3,7.1,7,65.5,66.3,86.3,65.2,63.6,52.6,4,53,12.8,6,2,0,65.1,29,606,635,12,36,42,1,374,134,0.6,12.9
James Bradberry,10696,CB,PHI,17,1,12.0,46.0,100.0,16.1,7.4,0,0,19,21.8,24,80.2,74.1,88.5,,39.2,44.5,3,58,11.1,4,12,2,54.2,40,675,675,8,31,87,2,429,140,0.7,10.7
Kevin Byard,10698,S,TEN,17,15,8.4,67.3,98.1,21.7,14.6,0,1,2,4.1,31,81.0,79.5,65.2,62.7,78.0,90.6,4,44,4.5,3,2,1,79.4,33,767,782,9,49,49,3,409,172,0.6,12.4
Carl Nassib,10699,ED,TB,13,0,-2.0,100.0,14.7,6.0,6.0,0,0,0,0.0,30,60.2,67.7,63.4,64.5,67.2,55.4,0,8,100.0,1,0,1,88.9,3,19,129,3,0,3,0,16,22,0.9,5.3
Yannick Ngakoue,10703,ED,IND,15,1,,,0.7,,,0,0,0,,14,57.3,51.4,84.9,56.9,43.7,42.7,0,,33.3,1,0,1,0.0,0,3,437,9,1,0,0,0,0,0.0,
Daryl Worley,10711,CB,BLT,3,1,17.6,50.0,97.9,9.0,4.5,0,1,2,20.0,3,53.5,54.7,78.5,60.0,63.2,78.8,0,26,0.0,0,2,0,98.8,5,46,47,1,4,10,1,52,6,1.2,10.4
Kendall Fuller,10718,CB,WAS,17,4,13.4,55.6,99.5,14.7,8.2,0,1,10,13.9,32,75.4,76.6,89.4,52.8,73.6,76.0,3,49,8.6,3,7,3,84.5,40,622,625,8,28,72,4,604,180,1.0,15.1
Nick Vigil,10721,LB,ARZ,4,1,5.5,78.6,90.2,3.9,3.1,0,0,1,7.1,1,28.8,28.3,76.6,55.0,39.0,53.9,0,35,10.0,1,0,0,138.1,11,46,51,1,8,14,1,160,108,3.7,14.5
Justin Simmons,10732,S,DEN,12,9,7.0,82.9,99.4,13.7,11.3,0,0,1,2.4,10,74.3,70.7,55.7,54.0,61.1,57.4,6,56,8.9,4,1,2,101.9,34,495,498,12,32,41,4,416,210,0.9,12.2
Joe Schobert,10733,LB,TEN,6,0,2.9,100.0,94.1,5.9,5.9,0,0,0,0.0,31,48.3,61.5,80.0,64.9,75.9,58.7,0,25,25.0,2,0,0,114.6,10,64,68,2,6,10,0,115,86,1.9,11.5
Eric Murray,10740,S,HST,12,0,1.8,75.0,100.0,18.0,13.5,0,0,0,0.0,13,58.5,65.1,78.3,65.9,69.3,76.2,0,18,0.0,0,0,0,83.3,3,55,55,1,3,4,0,18,7,0.3,6.0
Miles Killebrew,10745,LB,PIT,3,0,,,100.0,,,0,0,0,,25,64.0,70.5,69.1,,66.1,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
De'Vondre Campbell,10749,LB,GB,13,2,2.3,81.4,92.8,7.2,5.8,0,0,1,1.7,12,78.8,74.2,86.1,71.3,60.3,63.7,2,26,4.9,2,1,0,85.6,48,360,388,13,37,59,1,388,287,1.1,8.1
Hassan Ridgeway,10750,DI,SF,12,0,,,0.6,,,0,0,0,,28,63.6,58.8,61.4,62.0,54.5,77.5,0,,0.0,0,0,1,0.0,0,1,161,2,2,0,0,0,0,0.0,
Juston Burris,10752,S,CAR,5,2,17.5,37.5,98.6,44.0,16.5,0,1,2,25.0,5,65.1,63.4,82.0,57.9,55.1,50.3,0,20,15.4,2,1,0,91.7,3,139,141,0,9,8,1,36,4,0.3,12.0
David Onyemata,10754,DI,NO,17,0,,,0.8,,,0,0,1,,20,72.8,64.0,87.5,66.9,53.0,45.1,0,,42.9,3,0,0,0.0,0,3,389,8,4,0,0,0,0,0.0,
Andrew Billings,10756,DI,LV,14,0,,,0.5,,,0,0,0,,23,69.3,76.4,86.5,66.4,72.3,29.5,0,,,0,0,0,0.0,0,1,217,1,0,0,0,0,0,0.0,
Deon Bush,10758,S,KC,8,0,13.0,0.0,94.4,,48.0,0,1,1,100.0,16,79.6,82.6,78.1,54.3,64.4,81.8,0,,0.0,0,1,0,39.6,0,51,54,1,3,1,0,0,0,0.0,
Blake Martinez,10765,LB,LV,4,1,6.6,100.0,93.6,4.8,4.8,0,0,0,0.0,23,30.9,38.4,76.0,55.5,55.9,65.0,0,23,12.5,1,0,0,114.8,9,44,47,0,6,9,0,104,45,2.4,11.6
Matthew Judon,10780,ED,NE,17,1,2.8,80.0,13.2,18.0,14.4,1,0,1,20.0,19,78.7,73.6,53.0,70.2,67.0,65.1,0,11,57.1,4,1,4,90.0,4,73,553,18,2,5,0,28,25,0.4,7.0
Matt Ioannidis,10786,DI,CAR,13,0,,,0.6,,,1,0,0,,5,59.2,66.4,41.3,69.1,63.5,30.6,0,,66.7,2,0,4,0.0,0,2,359,2,1,0,0,0,0,0.0,
D.J. Reader,10800,DI,CIN,10,0,,,0.4,,,0,0,0,,7,65.1,87.3,85.4,84.3,73.1,51.3,0,,50.0,1,0,0,0.0,0,1,232,1,1,0,0,0,0,0.0,
DeAndre Houston-Carson,10819,S,CHI,13,2,7.1,65.0,94.6,15.3,10.0,0,0,0,0.0,6,59.6,55.0,85.6,53.8,46.5,58.4,1,23,11.8,2,0,0,76.3,13,209,221,1,13,20,1,116,82,0.6,8.9
Anthony Brown,10823,CB,DAL,12,2,11.8,54.3,100.0,9.3,5.0,1,0,9,11.1,9,54.6,55.0,85.6,,54.0,43.7,0,58,11.8,4,6,3,96.8,44,431,431,5,28,81,5,561,171,1.4,12.8
Kamu Grugier-Hill,10842,LB,ARZ,11,1,5.5,78.6,91.9,6.6,5.2,0,0,1,2.4,1,36.3,29.6,83.0,59.0,28.7,41.8,0,37,12.0,3,1,0,109.0,33,226,246,6,21,42,1,347,205,1.6,10.5
Elandon Roberts,10848,LB,MIA,17,7,4.3,87.8,93.0,8.4,7.4,0,0,0,0.0,17,43.1,57.1,24.1,90.1,68.5,56.4,0,25,19.1,9,0,2,113.6,36,320,344,12,31,41,2,302,182,1.0,8.4
Kevon Seymour,10852,CB,BLT,1,0,12.0,0.0,100.0,,1.0,0,0,0,0.0,3,60.0,39.3,68.9,,60.0,,0,,,0,0,0,39.6,0,1,1,0,0,1,0,0,0,0.0,
Will Parks,10853,S,NYJ,8,1,4.5,75.0,98.2,18.2,13.6,0,0,1,12.5,22,56.8,62.5,80.0,54.4,74.4,51.6,0,22,14.3,1,1,0,99.0,6,112,114,1,5,8,0,66,54,0.6,11.0
Jalen Mills,10867,CB,NE,10,3,10.9,60.0,99.7,10.2,6.1,0,0,4,8.9,19,42.7,44.6,85.7,58.5,53.5,64.9,2,42,8.0,2,3,1,79.2,27,287,288,5,20,45,2,333,125,1.2,12.3
Jayron Kearse,10878,S,DAL,14,1,5.8,72.7,91.5,12.8,9.3,2,2,3,6.8,9,63.6,70.2,64.7,64.2,78.6,88.7,1,25,2.6,1,3,3,83.2,32,432,472,14,37,44,0,317,173,0.8,9.9
Clayton Fejedelem,10879,S,MIA,7,0,10.2,50.0,92.0,7.0,3.5,0,0,1,16.7,17,50.0,53.9,71.8,56.3,69.1,79.8,0,13,0.0,0,1,0,62.5,3,23,25,0,3,6,0,27,2,1.3,9.0
Mike Hilton,10898,CB,CIN,14,3,7.6,68.3,91.5,10.3,7.1,0,1,3,5.0,7,72.3,73.4,57.8,57.6,76.7,64.9,1,32,5.6,2,3,2,86.3,41,444,485,11,31,60,1,412,187,1.0,10.0
Matthias Farley,10953,S,LV,4,0,0.0,100.0,100.0,7.0,7.0,0,0,0,0.0,23,63.1,65.7,69.3,,60.0,72.5,0,7,0.0,0,0,0,95.8,1,7,7,0,1,1,0,7,7,1.0,7.0
Kyle Peko,11027,DI,LV,8,2,,,1.3,,,0,0,0,,23,59.5,57.4,81.9,63.0,52.7,56.9,0,,0.0,0,0,0,0.0,0,1,79,0,0,0,0,0,0,0.0,
Michael Pierce,11101,DI,BLT,3,0,,,3.4,,,0,0,0,,3,76.5,86.9,79.8,71.1,74.3,72.3,0,,0.0,0,0,0,0.0,0,2,59,1,1,0,0,0,0,0.0,
Morgan Fox,11184,DI,LAC,17,0,,,0.3,,,0,0,0,,27,63.3,62.7,74.5,70.6,48.6,47.2,0,,50.0,1,0,1,0.0,0,1,357,7,1,0,0,0,0,0.0,
Cory Littleton,11190,LB,CAR,15,4,3.8,76.5,85.5,10.5,8.1,1,1,3,17.6,5,67.8,72.2,83.2,64.4,70.0,46.2,0,24,15.4,2,2,1,112.1,13,147,172,4,7,17,1,109,73,0.8,8.4
Jonathan Jones,11217,CB,NE,16,8,13.6,53.5,100.0,11.8,6.3,1,2,9,10.5,19,67.9,68.1,43.5,,70.0,78.8,4,49,3.9,2,5,8,76.8,46,570,570,13,41,86,6,543,206,1.0,11.8
Andrew Adams,11240,S,TEN,13,3,9.0,75.6,97.7,15.4,11.6,0,0,2,4.9,31,74.8,70.9,89.9,62.6,51.3,43.0,1,32,18.2,10,1,0,110.0,31,506,518,12,42,41,3,302,176,0.6,9.7
Romeo Okwara,11250,ED,DET,5,0,,,8.0,,,0,0,0,,11,61.7,56.3,84.1,53.5,57.9,76.8,0,,,0,0,0,0.0,0,6,75,2,0,0,0,0,0,0.0,
Roy Robertson-Harris,11341,DI,JAX,17,0,,,0.8,,,1,0,2,,15,67.3,63.9,44.8,64.3,60.9,31.1,0,,66.7,2,2,4,0.0,0,3,395,4,1,0,0,0,0,0.0,
Antonio Hamilton,11353,CB,ARZ,10,1,8.8,72.5,98.0,9.7,7.0,0,1,5,12.5,1,69.4,68.5,85.6,48.6,59.7,59.4,1,64,12.1,4,3,1,100.0,29,293,299,9,28,40,2,300,156,1.1,10.3
Myles Garrett,11756,ED,CLV,16,1,,,0.8,,,1,0,0,,8,75.7,92.5,50.8,93.5,68.6,66.0,0,,33.3,1,0,5,0.0,0,4,494,19,1,0,0,0,0,0.0,
Solomon Thomas,11758,DI,NYJ,17,1,,,2.0,,,0,0,0,,22,61.8,49.9,67.8,55.4,47.8,57.5,0,,28.6,2,0,1,0.0,0,4,196,1,4,0,0,0,0,0.0,
Jamal Adams,11761,S,SEA,1,0,,,88.9,,,0,0,1,,29,81.0,87.0,73.2,60.0,58.0,80.0,0,,0.0,0,1,0,0.0,0,8,9,0,1,0,0,0,0,0.0,
Marshon Lattimore,11766,CB,NO,7,2,11.7,54.8,100.0,12.9,7.1,1,1,4,12.9,20,70.1,64.7,0.0,,52.2,69.0,1,39,0.0,0,3,5,58.9,17,232,232,5,19,31,0,183,49,0.8,10.8
Haason Reddick,11768,ED,PHI,17,0,3.8,75.0,12.3,6.8,5.1,1,0,2,16.7,24,48.5,81.1,70.4,90.0,59.9,28.4,0,28,46.2,6,2,2,128.8,9,63,511,17,7,12,1,105,71,1.7,11.7
Malik Hooker,11770,S,DAL,16,2,10.1,91.7,99.6,44.2,40.5,0,0,0,0.0,9,72.4,73.9,88.7,55.5,72.3,86.7,3,31,0.0,0,0,0,92.7,11,507,509,7,28,12,1,109,10,0.2,9.9
Marlon Humphrey,11771,CB,BLT,17,10,10.6,65.7,98.5,13.6,8.9,2,1,4,5.7,3,75.6,76.7,88.7,91.5,63.2,74.4,3,51,7.0,4,2,5,71.7,46,661,671,13,43,70,0,550,146,0.9,12.0
Jonathan Allen,11772,DI,WAS,16,1,8.0,100.0,1.6,8.0,8.0,0,0,0,0.0,32,61.5,80.1,77.5,81.1,66.5,59.2,1,15,28.6,2,0,1,79.2,1,8,490,11,4,1,0,15,7,1.9,15.0
Adoree' Jackson,11773,CB,NYG,10,2,10.0,53.7,99.7,11.3,6.1,0,0,8,14.8,21,71.5,72.2,86.4,58.3,68.2,64.9,0,56,8.6,3,7,3,85.3,29,347,348,7,30,54,2,338,107,1.0,11.7
Jarrad Davis,11776,LB,NYG,4,2,,,71.7,,,0,0,0,,21,72.1,68.1,77.1,71.9,53.4,41.6,0,,0.0,0,0,0,0.0,0,43,60,1,3,0,0,0,0,0.0,
Charles Harris,11777,ED,DET,6,2,14.0,100.0,8.4,13.0,13.0,0,0,0,0.0,11,56.5,56.4,88.2,64.3,45.3,78.0,0,15,0.0,0,0,0,158.3,1,14,166,1,1,1,1,15,1,1.2,15.0
Jabrill Peppers,11780,S,NE,17,3,3.5,85.0,90.9,11.8,10.1,0,0,1,5.0,19,67.1,75.0,44.0,64.1,84.6,79.4,0,27,0.0,0,1,2,97.5,17,211,232,10,24,20,0,148,105,0.7,8.7
Tre'Davious White,11782,CB,BUF,6,0,13.5,53.3,98.9,11.2,6.0,1,0,5,16.7,4,61.3,61.9,83.2,56.1,62.3,64.7,1,32,7.1,1,3,2,70.7,16,188,190,2,13,30,1,194,43,1.1,12.1
Taco Charlton,11783,ED,CHI,5,0,,,9.1,,,0,0,0,,6,62.4,44.0,80.8,51.9,39.9,73.5,0,,,0,0,0,0.0,0,4,44,0,0,0,0,0,0,0.0,
T.J. Watt,11785,ED,PIT,10,0,3.0,100.0,6.1,19.0,19.0,0,0,0,0.0,25,83.9,82.1,62.9,71.5,77.1,69.4,2,6,18.2,2,0,2,52.1,1,19,313,11,9,1,0,6,3,0.3,6.0
Budda Baker,11791,S,ARZ,15,10,3.8,80.0,89.4,18.8,15.0,0,0,3,8.6,1,69.1,73.7,87.4,59.0,80.2,66.5,2,39,13.8,8,3,0,109.3,28,548,613,9,40,35,3,318,240,0.6,11.4
Marcus Maye,11794,S,NO,10,3,9.0,53.8,98.7,52.9,28.5,0,1,2,15.4,20,71.3,71.8,89.2,54.6,67.2,79.3,0,24,4.2,1,2,1,96.3,7,394,399,6,20,13,1,74,19,0.2,10.6
Marcus Williams,11797,S,BLT,10,8,7.1,66.7,98.0,27.5,18.3,0,1,3,14.3,3,71.7,73.9,91.3,60.2,72.4,90.4,4,22,4.5,2,3,0,41.9,14,400,408,4,34,21,0,120,72,0.3,8.6
Sidney Jones,11798,CB,LV,9,0,13.6,58.3,98.6,9.7,5.7,2,0,1,8.3,23,44.6,51.3,79.1,63.0,74.6,83.7,0,22,0.0,0,1,3,83.3,7,71,72,1,6,12,0,94,10,1.4,13.4
Quincy Wilson,11801,CB,PIT,1,0,,,100.0,,,0,0,0,,25,51.7,52.7,72.7,,60.0,,0,,,0,0,0,0.0,0,8,8,0,0,0,0,0,0,0.0,
Tyus Bowser,11802,ED,BLT,9,1,3.7,33.3,26.1,27.0,9.0,0,0,0,0.0,3,58.4,56.4,64.9,59.3,53.9,40.3,0,14,50.0,3,0,1,46.5,2,55,211,3,2,6,0,24,11,0.4,12.0
Justin Evans,11805,S,NO,13,2,6.6,66.7,97.7,13.2,8.8,0,0,1,3.7,20,63.9,61.0,38.5,51.0,55.0,55.2,0,41,16.7,3,1,2,98.7,18,257,263,5,13,27,1,186,99,0.8,10.3
DeMarcus Walker,11806,DI,TEN,17,0,,,0.4,,,0,0,0,,31,58.8,72.8,86.7,67.4,68.7,60.0,0,,33.3,1,0,0,0.0,0,1,275,7,2,0,0,0,0,0.0,
Teez Tabor,11808,S,SEA,6,1,12.0,66.7,98.7,37.0,24.7,1,0,0,0.0,29,62.4,58.5,78.3,60.0,44.5,64.2,0,27,20.0,1,0,1,100.7,2,77,78,0,3,3,0,31,12,0.4,15.5
Raekwon McMillan,11809,LB,NE,15,1,5.1,76.2,91.3,8.6,6.6,0,0,0,0.0,19,41.9,42.7,81.3,66.3,48.4,51.4,0,23,20.0,3,0,0,93.0,16,146,160,3,11,21,0,138,103,1.0,8.6
Zach Cunningham,11812,LB,TEN,6,3,2.6,78.9,91.8,6.9,5.4,0,1,1,5.3,31,65.9,60.3,78.4,58.9,52.0,61.0,0,22,15.4,2,0,0,128.1,15,112,122,4,8,19,2,120,99,1.2,8.0
Tanoh Kpassagnon,11814,ED,NO,15,0,,,0.5,,,1,0,0,,20,60.9,54.5,71.0,56.0,53.6,52.5,0,,0.0,0,0,1,0.0,0,1,199,1,2,0,0,0,0,0.0,
Chidobe Awuzie,11815,CB,CIN,8,2,15.3,41.9,100.0,15.2,6.3,0,1,6,14.0,7,73.1,69.9,85.9,,48.7,61.3,0,64,11.1,3,6,4,58.2,18,286,286,5,22,43,0,219,20,0.8,12.2
Josh Jones,11816,S,SEA,11,1,8.0,72.2,98.4,17.4,12.6,0,0,2,11.1,29,53.4,52.0,82.5,64.9,49.3,30.0,0,81,31.6,6,1,0,132.9,13,245,249,2,12,18,1,229,141,1.0,17.6
Ahkello Witherspoon,11821,CB,PIT,4,3,10.4,75.9,100.0,7.0,5.3,0,0,1,3.4,25,42.8,45.4,82.4,,61.5,58.6,1,44,5.9,1,1,1,128.4,22,162,162,1,13,29,4,264,61,1.7,12.0
Dawuane Smoot,11823,ED,JAX,15,0,12.0,0.0,4.5,,6.5,0,0,1,50.0,15,54.9,70.3,73.2,73.4,56.4,31.6,0,,50.0,1,1,1,39.6,0,14,313,5,1,2,0,0,0,0.0,
Duke Riley,11830,LB,MIA,17,9,4.3,77.4,90.3,10.4,8.0,1,0,2,6.5,17,62.4,59.1,84.2,55.4,50.3,53.6,0,33,12.9,4,2,1,111.4,24,262,290,8,18,31,2,173,102,0.7,7.2
Alex Anzalone,11831,LB,DET,17,14,4.6,80.0,86.3,16.6,13.3,1,1,4,10.0,11,58.9,59.2,49.4,65.2,58.5,53.9,1,43,18.8,9,2,3,90.8,32,569,659,8,25,40,0,332,212,0.6,10.4
Tarell Basham,11835,ED,TEN,7,0,,,2.8,,,0,0,0,,31,62.3,73.7,83.8,67.5,69.7,74.9,0,,,0,0,0,0.0,0,3,109,0,0,0,0,0,0,0.0,
Fabian Moreau,11836,CB,NYG,14,6,13.0,62.7,99.8,9.6,6.0,1,1,11,14.7,21,53.6,53.8,61.1,58.5,56.8,67.0,0,28,7.5,4,7,5,107.0,47,474,475,11,43,75,5,548,184,1.2,11.7
Shaquill Griffin,11845,CB,JAX,5,2,10.6,68.8,100.0,8.7,6.0,0,0,6,18.8,15,61.9,61.8,84.7,,57.1,56.1,0,49,12.0,3,5,3,125.0,22,209,209,5,20,32,3,264,76,1.4,12.0
Jourdan Lewis,11846,CB,DAL,6,2,4.1,82.8,98.1,8.3,6.8,0,0,0,0.0,9,55.9,59.1,83.6,67.3,66.0,65.5,1,24,5.0,1,0,1,95.4,24,206,210,7,17,29,1,220,187,1.1,9.2
John Johnson III,11847,S,CLV,17,3,9.9,57.9,99.0,24.8,14.3,0,0,3,7.9,8,66.6,62.8,45.4,62.1,56.4,50.5,1,42,10.6,5,3,2,77.7,22,586,592,10,39,38,1,270,118,0.5,12.3
Cameron Sutton,11850,CB,PIT,16,2,11.2,50.7,99.3,15.0,7.6,0,2,13,18.3,25,70.4,71.6,88.2,37.7,73.6,50.9,3,32,14.7,5,8,3,69.6,36,569,573,9,27,71,4,411,132,0.8,11.4
Rasul Douglas,11854,CB,GB,17,3,8.6,67.1,99.2,10.2,6.8,0,3,9,12.3,12,71.5,71.1,23.0,73.3,71.5,70.2,4,53,8.9,5,7,7,84.0,49,526,530,21,48,73,4,536,183,1.1,10.9
Trey Hendrickson,11858,ED,CIN,15,1,5.8,50.0,8.6,11.3,5.7,0,1,2,33.3,7,80.8,85.0,45.0,90.0,58.9,63.8,0,20,25.0,2,1,4,63.9,3,36,420,11,5,6,0,29,13,0.9,9.7
Eddie Jackson,11867,S,CHI,12,5,13.4,50.0,98.7,42.6,21.3,0,1,3,18.8,6,74.3,76.2,87.3,54.4,73.5,70.7,4,30,12.0,6,3,1,69.0,8,368,373,4,39,16,3,97,23,0.3,12.1
Rayshawn Jenkins,11868,S,JAX,17,10,8.2,78.8,95.6,15.1,11.9,0,0,8,15.4,15,50.7,57.3,84.9,69.4,64.4,43.7,3,62,17.7,11,4,0,88.4,41,658,688,10,41,52,1,491,228,0.8,12.0
Carl Lawson,11871,ED,NYJ,17,0,7.0,100.0,1.1,4.0,4.0,1,0,0,0.0,22,60.7,66.8,74.0,72.8,48.8,40.6,0,12,33.3,1,0,2,116.7,1,5,437,9,2,1,0,12,5,3.0,12.0
Mack Hollins,11873,WR,LV,1,0,,,100.0,,,0,0,0,,23,60.0,60.0,64.4,,60.0,,0,,,0,0,7,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jalen Reeves-Maybin,11879,LB,HST,7,1,6.1,100.0,94.6,6.3,6.3,0,0,0,0.0,13,33.3,41.7,76.2,56.6,65.3,45.2,0,20,25.0,1,0,0,144.8,8,53,56,2,2,8,1,74,28,1.5,9.3
Samson Ebukam,11880,ED,SF,15,0,,,2.2,,,0,0,1,,28,54.0,69.1,69.2,67.6,65.5,46.9,0,,75.0,3,0,2,0.0,0,8,370,6,1,0,0,0,0,0.0,
